content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"udah bbrpa bulan pengiriman selalu oake poss.awal awal memuaskan tapi udah bbrp mggu ini pos indonesi makin gak memuaskan , paketan gak bisa dilacak pengiriman sekabupaten 8 hari ..",3,Netral,udah bbrpa bulan pengiriman selalu oake possawal awal memuaskan tapi udah bbrp mggu ini pos indonesi makin gak memuaskan  paketan gak bisa dilacak pengiriman sekabupaten  hari ,udah bbrpa pengiriman oake possawal memuaskan udah bbrp mggu pos indonesi gak memuaskan paketan gak dilacak pengiriman sekabupaten,"['udah', 'bbrpa', 'pengiriman', 'oake', 'possawal', 'memuaskan', 'udah', 'bbrp', 'mggu', 'pos', 'indonesi', 'gak', 'memuaskan', 'paketan', 'gak', 'dilacak', 'pengiriman', 'sekabupaten']",udah bbrpa kirim oake possawal muas udah bbrp mggu pos indonesi gak muas paket gak lacak kirim kabupaten
bumn untuk indonesia,5,Positif,bumn untuk indonesia,bumn indonesia,"['bumn', 'indonesia']",bumn indonesia
"Membantu alternatif pengiriman dalam kota yg bisa cepat sampai, aplikasinya juga lebih mempermudah👍👍",5,Positif,membantu alternatif pengiriman dalam kota yg bisa cepat sampai aplikasinya juga lebih mempermudah,membantu alternatif pengiriman kota yg cepat aplikasinya mempermudah,"['membantu', 'alternatif', 'pengiriman', 'kota', 'yg', 'cepat', 'aplikasinya', 'mempermudah']",bantu alternatif kirim kota yg cepat aplikasi mudah
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
"Saya tidak bisa melacak no resi pembeli saya di aplikasi pos aja ,...",1,Negatif,saya tidak bisa melacak no resi pembeli saya di aplikasi pos aja ,melacak no resi pembeli aplikasi pos aja,"['melacak', 'no', 'resi', 'pembeli', 'aplikasi', 'pos', 'aja']",lacak no resi beli aplikasi pos aja
Good,5,Positif,good,good,['good'],good
Ok,4,Positif,ok,ok,['ok'],ok
Sangat membantu dalam pengiriman produk produk kami ke tangan para konsumen,5,Positif,sangat membantu dalam pengiriman produk produk kami ke tangan para konsumen,membantu pengiriman produk produk tangan konsumen,"['membantu', 'pengiriman', 'produk', 'produk', 'tangan', 'konsumen']",bantu kirim produk produk tangan konsumen
ok,5,Positif,ok,ok,['ok'],ok
Good,5,Positif,good,good,['good'],good
"PosAja semakin berkembang, semakin mantap. 👍",5,Positif,posaja semakin berkembang semakin mantap ,posaja berkembang mantap,"['posaja', 'berkembang', 'mantap']",posaja kembang mantap
Semakin maju,5,Positif,semakin maju,maju,['maju'],maju
"Mudah-mudahan PT. POS Indonesia berjaya kembali seperti dimasa yang lalu, ayo semangat !!!",5,Positif,mudahmudahan pt pos indonesia berjaya kembali seperti dimasa yang lalu ayo semangat ,mudahmudahan pt pos indonesia berjaya dimasa ayo semangat,"['mudahmudahan', 'pt', 'pos', 'indonesia', 'berjaya', 'dimasa', 'ayo', 'semangat']",mudahmudahan pt pos indonesia jaya masa ayo semangat
👍👍👍,5,Positif,,,[],
Ok.,4,Positif,ok,ok,['ok'],ok
"Sangat membantu bagi orang yg nggk bisa keluar atau ngantar barang k kantor pos untuk ngirim paket,,, semoga petugas Oranger Amanah",5,Positif,sangat membantu bagi orang yg nggk bisa keluar atau ngantar barang k kantor pos untuk ngirim paket semoga petugas oranger amanah,membantu orang yg nggk ngantar barang k kantor pos ngirim paket semoga petugas oranger amanah,"['membantu', 'orang', 'yg', 'nggk', 'ngantar', 'barang', 'k', 'kantor', 'pos', 'ngirim', 'paket', 'semoga', 'petugas', 'oranger', 'amanah']",bantu orang yg nggk ngantar barang k kantor pos ngirim paket moga tugas oranger amanah
"cepat, ga ribet n mantap",5,Positif,cepat ga ribet n mantap,cepat ga ribet n mantap,"['cepat', 'ga', 'ribet', 'n', 'mantap']",cepat ga ribet n mantap
Keren,5,Positif,keren,keren,['keren'],keren
Oke,5,Positif,oke,oke,['oke'],oke
Good,5,Positif,good,good,['good'],good
Sangat baik dan membantu banggen untuk saya penjual onlen,5,Positif,sangat baik dan membantu banggen untuk saya penjual onlen,membantu banggen penjual onlen,"['membantu', 'banggen', 'penjual', 'onlen']",bantu banggen jual onlen
Baguuuus semakin berinovasi,5,Positif,baguuuus semakin berinovasi,baguuuus berinovasi,"['baguuuus', 'berinovasi']",baguuuus inovasi
Pengiriman paling lama 15 hari belom jga di terima padahal kilat...jadi gak guna sya di kirim barang sudah busuk....,1,Negatif,pengiriman paling lama  hari belom jga di terima padahal kilatjadi gak guna sya di kirim barang sudah busuk,pengiriman belom jga terima kilatjadi gak sya kirim barang busuk,"['pengiriman', 'belom', 'jga', 'terima', 'kilatjadi', 'gak', 'sya', 'kirim', 'barang', 'busuk']",kirim bom jga terima kilatjadi gak sya kirim barang busuk
👍,5,Positif,,,[],
bagus,3,Netral,bagus,bagus,['bagus'],bagus
"Service bagus , banyak pilihan",5,Positif,service bagus  banyak pilihan,service bagus pilihan,"['service', 'bagus', 'pilihan']",service bagus pilih
Mudah,5,Positif,mudah,mudah,['mudah'],mudah
"Joss, respon nya cepat",5,Positif,joss respon nya cepat,joss respon nya cepat,"['joss', 'respon', 'nya', 'cepat']",joss respon nya cepat
Aplikasinya sangat sangat membantu..terimakasih,5,Positif,aplikasinya sangat sangat membantuterimakasih,aplikasinya membantuterimakasih,"['aplikasinya', 'membantuterimakasih']",aplikasi membantuterimakasih
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
Puas dengan layanan Pos sekarang,5,Positif,puas dengan layanan pos sekarang,puas layanan pos,"['puas', 'layanan', 'pos']",puas layan pos
Sudah 4 hari uang mgk masuk masuk...,1,Negatif,sudah  hari uang mgk masuk masuk,uang mgk masuk masuk,"['uang', 'mgk', 'masuk', 'masuk']",uang mgk masuk masuk
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Oke,5,Positif,oke,oke,['oke'],oke
saya suka aplikasinya akurat,5,Positif,saya suka aplikasinya akurat,suka aplikasinya akurat,"['suka', 'aplikasinya', 'akurat']",suka aplikasi akurat
Sulit untuk di download,1,Negatif,sulit untuk di download,sulit download,"['sulit', 'download']",sulit download
Bagus,5,Positif,bagus,bagus,['bagus'],bagus
Sangat bgus buat di gunakan,5,Positif,sangat bgus buat di gunakan,bgus,['bgus'],bgus
"Ok, mudah2an berkah n tambah berkembang dan maju. Amin. Karena ini legend.",5,Positif,ok mudahan berkah n tambah berkembang dan maju amin karena ini legend,ok mudahan berkah n berkembang maju amin legend,"['ok', 'mudahan', 'berkah', 'n', 'berkembang', 'maju', 'amin', 'legend']",ok mudah berkah n kembang maju amin legend
good job,5,Positif,good job,good job,"['good', 'job']",good job
👍Recomen utk cod,5,Positif,recomen utk cod,recomen utk cod,"['recomen', 'utk', 'cod']",recomen utk cod
"Kenapa di tracking number kok sering eror, tolong di perbaiki",5,Positif,kenapa di tracking number kok sering eror tolong di perbaiki,tracking number eror tolong perbaiki,"['tracking', 'number', 'eror', 'tolong', 'perbaiki']",tracking number eror tolong baik
"Bayar pajak motor online, pengiriman via PosAja.",4,Positif,bayar pajak motor online pengiriman via posaja,bayar pajak motor online pengiriman via posaja,"['bayar', 'pajak', 'motor', 'online', 'pengiriman', 'via', 'posaja']",bayar pajak motor online kirim via posaja
Aksesnya Tracking paket mudah.. App cukup membantu.. Terima kasih,5,Positif,aksesnya tracking paket mudah app cukup membantu terima kasih,aksesnya tracking paket mudah app membantu terima kasih,"['aksesnya', 'tracking', 'paket', 'mudah', 'app', 'membantu', 'terima', 'kasih']",akses tracking paket mudah app bantu terima kasih
Kantor Pos Memang Luar biasa Pelayanan Sangat Ramah dan Baik,5,Positif,kantor pos memang luar biasa pelayanan sangat ramah dan baik,kantor pos pelayanan ramah,"['kantor', 'pos', 'pelayanan', 'ramah']",kantor pos layan ramah
"Aplikasi lemot ga bisa lacak data tak diketemukan. App sampah,",1,Negatif,aplikasi lemot ga bisa lacak data tak diketemukan app sampah,aplikasi lemot ga lacak data diketemukan app sampah,"['aplikasi', 'lemot', 'ga', 'lacak', 'data', 'diketemukan', 'app', 'sampah']",aplikasi lot ga lacak data ketemu app sampah
Keren banget sangat membantu,5,Positif,keren banget sangat membantu,keren banget membantu,"['keren', 'banget', 'membantu']",keren banget bantu
Semoga bisa jd langganan aku. Aamiin,5,Positif,semoga bisa jd langganan aku aamiin,semoga jd langganan aamiin,"['semoga', 'jd', 'langganan', 'aamiin']",moga jd langgan aamiin
Paling mantaf kirim lwat pos... Pos indo selelu dnhati dr dulu sampai skarang,5,Positif,paling mantaf kirim lwat pos pos indo selelu dnhati dr dulu sampai skarang,mantaf kirim lwat pos pos indo selelu dnhati dr skarang,"['mantaf', 'kirim', 'lwat', 'pos', 'pos', 'indo', 'selelu', 'dnhati', 'dr', 'skarang']",mantaf kirim lwat pos pos indo selelu dnhati dr skarang
Pengiriman lama sekali. Untuk pick up cepat bgt tapi pengiriman lambat,1,Negatif,pengiriman lama sekali untuk pick up cepat bgt tapi pengiriman lambat,pengiriman pick up cepat bgt pengiriman lambat,"['pengiriman', 'pick', 'up', 'cepat', 'bgt', 'pengiriman', 'lambat']",kirim pick up cepat bgt kirim lambat
Pertama kali mau kirim paket malah ga bisa,1,Negatif,pertama kali mau kirim paket malah ga bisa,kali kirim paket ga,"['kali', 'kirim', 'paket', 'ga']",kali kirim paket ga
"Tak bisa input alamat, muter terus",1,Negatif,tak bisa input alamat muter terus,input alamat muter,"['input', 'alamat', 'muter']",input alamat muter
proses cod mudah,5,Positif,proses cod mudah,proses cod mudah,"['proses', 'cod', 'mudah']",proses cod mudah
Masih mencoba,3,Netral,masih mencoba,mencoba,['mencoba'],coba
Banguss banget,5,Positif,banguss banget,banguss banget,"['banguss', 'banget']",banguss banget
mantap,5,Positif,mantap,mantap,['mantap'],mantap
Keren aplikasinya,5,Positif,keren aplikasinya,keren aplikasinya,"['keren', 'aplikasinya']",keren aplikasi
Pengiriman serta keutuhan barang lebih terjamin....,5,Positif,pengiriman serta keutuhan barang lebih terjamin,pengiriman keutuhan barang terjamin,"['pengiriman', 'keutuhan', 'barang', 'terjamin']",kirim utuh barang jamin
Trimakasih Post Indonesia Sangat BAIK Pelayanan nya.,5,Positif,trimakasih post indonesia sangat baik pelayanan nya,trimakasih post indonesia pelayanan nya,"['trimakasih', 'post', 'indonesia', 'pelayanan', 'nya']",trimakasih post indonesia layan nya
"Easy to use, eye cathing layanan mudah dan cepat tersedia",5,Positif,easy to use eye cathing layanan mudah dan cepat tersedia,easy to use eye cathing layanan mudah cepat tersedia,"['easy', 'to', 'use', 'eye', 'cathing', 'layanan', 'mudah', 'cepat', 'tersedia']",easy to use eye cathing layan mudah cepat sedia
ya suka,5,Positif,ya suka,ya suka,"['ya', 'suka']",ya suka
Biar bintang bicara,5,Positif,biar bintang bicara,biar bintang bicara,"['biar', 'bintang', 'bicara']",biar bintang bicara
Good,4,Positif,good,good,['good'],good
"Tiap dilacak no resi si costumer ,malah ga bisa bisa ,selalu keluar keterangan data not found.gimana saya bisa mengetahui paket costumer Uda sampai apa blm nya",1,Negatif,tiap dilacak no resi si costumer malah ga bisa bisa selalu keluar keterangan data not foundgimana saya bisa mengetahui paket costumer uda sampai apa blm nya,dilacak no resi si costumer ga keterangan data not foundgimana paket costumer uda blm nya,"['dilacak', 'no', 'resi', 'si', 'costumer', 'ga', 'keterangan', 'data', 'not', 'foundgimana', 'paket', 'costumer', 'uda', 'blm', 'nya']",lacak no resi si costumer ga terang data not foundgimana paket costumer uda blm nya
lebih memudahkan kirim surat paket pake pos Aja,5,Positif,lebih memudahkan kirim surat paket pake pos aja,memudahkan kirim surat paket pake pos aja,"['memudahkan', 'kirim', 'surat', 'paket', 'pake', 'pos', 'aja']",mudah kirim surat paket pake pos aja
Kok saya cek resi gk ketemu apk ini tapi kalo di google ketemu,3,Netral,kok saya cek resi gk ketemu apk ini tapi kalo di google ketemu,cek resi gk ketemu apk kalo google ketemu,"['cek', 'resi', 'gk', 'ketemu', 'apk', 'kalo', 'google', 'ketemu']",cek resi gk ketemu apk kalo google ketemu
Bagus sangat membantu,5,Positif,bagus sangat membantu,bagus membantu,"['bagus', 'membantu']",bagus bantu
Susah registrasi,1,Negatif,susah registrasi,susah registrasi,"['susah', 'registrasi']",susah registrasi
Semoga bisa lebih baik lagi Utk kami semuanya,5,Positif,semoga bisa lebih baik lagi utk kami semuanya,semoga utk,"['semoga', 'utk']",moga utk
Perkebunan,1,Negatif,perkebunan,perkebunan,['perkebunan'],kebun
mantap,5,Positif,mantap,mantap,['mantap'],mantap
Sangat bermanfaat sekali.,5,Positif,sangat bermanfaat sekali,bermanfaat,['bermanfaat'],manfaat
Sangat bermanfaat bagi saya dengan kemudahan pelayanan yang baik..,5,Positif,sangat bermanfaat bagi saya dengan kemudahan pelayanan yang baik,bermanfaat kemudahan pelayanan,"['bermanfaat', 'kemudahan', 'pelayanan']",manfaat mudah layan
👍👍👍👍👍👍,5,Positif,,,[],
"Mantap sekali PosAja ini, gak kalah sama yang lain 👍",5,Positif,mantap sekali posaja ini gak kalah sama yang lain ,mantap posaja gak kalah,"['mantap', 'posaja', 'gak', 'kalah']",mantap posaja gak kalah
Pelayanan jelek,1,Negatif,pelayanan jelek,pelayanan jelek,"['pelayanan', 'jelek']",layan jelek
pelayanan oke,5,Positif,pelayanan oke,pelayanan oke,"['pelayanan', 'oke']",layan oke
GOOD,3,Netral,good,good,['good'],good
Kerennn,5,Positif,kerennn,kerennn,['kerennn'],kerennn
Terbaik...,5,Positif,terbaik,terbaik,['terbaik'],baik
alhamdulillah orderan pertamaku sistim COD semoga lancar kedepannya trimakasih Pos 🥰🙏 sukses selalu ya,5,Positif,alhamdulillah orderan pertamaku sistim cod semoga lancar kedepannya trimakasih pos  sukses selalu ya,alhamdulillah orderan pertamaku sistim cod semoga lancar kedepannya trimakasih pos sukses ya,"['alhamdulillah', 'orderan', 'pertamaku', 'sistim', 'cod', 'semoga', 'lancar', 'kedepannya', 'trimakasih', 'pos', 'sukses', 'ya']",alhamdulillah order pertama sistim cod moga lancar depan trimakasih pos sukses ya
mantap aplikasi nya cod trus,5,Positif,mantap aplikasi nya cod trus,mantap aplikasi nya cod trus,"['mantap', 'aplikasi', 'nya', 'cod', 'trus']",mantap aplikasi nya cod trus
"Selalu error,",1,Negatif,selalu error,error,['error'],error
Kerennn,5,Positif,kerennn,kerennn,['kerennn'],kerennn
Markotop,5,Positif,markotop,markotop,['markotop'],markotop
Paket pos memang ok... membantu pengiriman cod dengan cepat dan tepat 👍👍👍,5,Positif,paket pos memang ok membantu pengiriman cod dengan cepat dan tepat ,paket pos ok membantu pengiriman cod cepat,"['paket', 'pos', 'ok', 'membantu', 'pengiriman', 'cod', 'cepat']",paket pos ok bantu kirim cod cepat
Logistik Negara yg terpercaya sejak indonesia merdeka... Maju Terus PT.POS Indonesia Agen Pos Dyfa (Kp.Sawah),5,Positif,logistik negara yg terpercaya sejak indonesia merdeka maju terus ptpos indonesia agen pos dyfa kpsawah,logistik negara yg terpercaya indonesia merdeka maju ptpos indonesia agen pos dyfa kpsawah,"['logistik', 'negara', 'yg', 'terpercaya', 'indonesia', 'merdeka', 'maju', 'ptpos', 'indonesia', 'agen', 'pos', 'dyfa', 'kpsawah']",logistik negara yg percaya indonesia merdeka maju ptpos indonesia agen pos dyfa kpsawah
mantap,5,Positif,mantap,mantap,['mantap'],mantap
Niceee,5,Positif,niceee,niceee,['niceee'],niceee
Kurang puas,1,Negatif,kurang puas,puas,['puas'],puas
Suka sekali,5,Positif,suka sekali,suka,['suka'],suka
MasyaAllah sangat membantu bagi pelaku usaha,5,Positif,masyaallah sangat membantu bagi pelaku usaha,masyaallah membantu pelaku usaha,"['masyaallah', 'membantu', 'pelaku', 'usaha']",masyaallah bantu laku usaha
Ok masih menikmati layanan ini.. Semoga lancar tdk ada kendala.,5,Positif,ok masih menikmati layanan ini semoga lancar tdk ada kendala,ok menikmati layanan semoga lancar tdk kendala,"['ok', 'menikmati', 'layanan', 'semoga', 'lancar', 'tdk', 'kendala']",ok nikmat layan moga lancar tdk kendala
Mantab dan Sukses selalu👍👍👍,5,Positif,mantab dan sukses selalu,mantab sukses,"['mantab', 'sukses']",mantab sukses
Memalukan.bikini repot.barang diretur Malay rusak,3,Netral,memalukanbikini repotbarang diretur malay rusak,memalukanbikini repotbarang diretur malay rusak,"['memalukanbikini', 'repotbarang', 'diretur', 'malay', 'rusak']",memalukanbikini repotbarang retur malay rusak
"Bagus , siiip , top.",5,Positif,bagus  siiip  top,bagus siiip top,"['bagus', 'siiip', 'top']",bagus siiip top
Sangat membantu pengiriman nya,5,Positif,sangat membantu pengiriman nya,membantu pengiriman nya,"['membantu', 'pengiriman', 'nya']",bantu kirim nya
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
Good,4,Positif,good,good,['good'],good
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
1 bintang aja karna aplikasi pos aja gk bisa di download di hp saya,1,Negatif, bintang aja karna aplikasi pos aja gk bisa di download di hp saya,bintang aja karna aplikasi pos aja gk download hp,"['bintang', 'aja', 'karna', 'aplikasi', 'pos', 'aja', 'gk', 'download', 'hp']",bintang aja karna aplikasi pos aja gk download hp
"Waktu bulan- bulan kemarin,Biasanya pengiriman di alamat saya lancar,kok ini harus di tunggu sampai berhari-hari ya..??",3,Netral,waktu bulan bulan kemarinbiasanya pengiriman di alamat saya lancarkok ini harus di tunggu sampai berharihari ya,kemarinbiasanya pengiriman alamat lancarkok tunggu berharihari ya,"['kemarinbiasanya', 'pengiriman', 'alamat', 'lancarkok', 'tunggu', 'berharihari', 'ya']",kemarinbiasanya kirim alamat lancarkok tunggu berharihari ya
Silahkan downlod apk PosAja masukan di kolom kode referral : 𝗢𝗪𝗡𝗘𝗥,5,Positif,silahkan downlod apk posaja masukan di kolom kode referral  ,silahkan downlod apk posaja masukan kolom kode referral,"['silahkan', 'downlod', 'apk', 'posaja', 'masukan', 'kolom', 'kode', 'referral']",silah downlod apk posaja masuk kolom kode referral
"Tingkat kn lagi kuwalitas onlain menjadi ooflain supaya masyarakat menjdi mudah kirim barang atau menerima barang secara cepat dan akurat,berjaya lah pos indonesia",5,Positif,tingkat kn lagi kuwalitas onlain menjadi ooflain supaya masyarakat menjdi mudah kirim barang atau menerima barang secara cepat dan akuratberjaya lah pos indonesia,tingkat kn kuwalitas onlain ooflain masyarakat menjdi mudah kirim barang menerima barang cepat akuratberjaya pos indonesia,"['tingkat', 'kn', 'kuwalitas', 'onlain', 'ooflain', 'masyarakat', 'menjdi', 'mudah', 'kirim', 'barang', 'menerima', 'barang', 'cepat', 'akuratberjaya', 'pos', 'indonesia']",tingkat kn kuwalitas onlain ooflain masyarakat menjdi mudah kirim barang terima barang cepat akuratberjaya pos indonesia
