content,score,Label
Nice,5,Positif
"udah bbrpa bulan pengiriman selalu oake poss.awal awal memuaskan tapi udah bbrp mggu ini pos indonesi makin gak memuaskan , paketan gak bisa dilacak pengiriman sekabupaten 8 hari ..",3,Netral
bumn untuk indonesia,5,Positif
"Membantu alternatif pengiriman dalam kota yg bisa cepat sampai, aplikasinya juga lebih mempermudah👍👍",5,Positif
Mantap,5,Positif
"Saya tidak bisa melacak no resi pembeli saya di aplikasi pos aja ,...",1,Negatif
Good,5,Positif
Ok,4,Positif
Sangat membantu dalam pengiriman produk produk kami ke tangan para konsumen,5,Positif
ok,5,Positif
Good,5,Positif
"PosAja semakin berkembang, semakin mantap. 👍",5,Positif
Semakin maju,5,Positif
"Mudah-mudahan PT. POS Indonesia berjaya kembali seperti dimasa yang lalu, ayo semangat !!!",5,Positif
👍👍👍,5,Positif
Ok.,4,Positif
"Sangat membantu bagi orang yg nggk bisa keluar atau ngantar barang k kantor pos untuk ngirim paket,,, semoga petugas Oranger Amanah",5,Positif
"cepat, ga ribet n mantap",5,Positif
Keren,5,Positif
Oke,5,Positif
Good,5,Positif
Sangat baik dan membantu banggen untuk saya penjual onlen,5,Positif
Baguuuus semakin berinovasi,5,Positif
Pengiriman paling lama 15 hari belom jga di terima padahal kilat...jadi gak guna sya di kirim barang sudah busuk....,1,Negatif
👍,5,Positif
bagus,3,Netral
"Service bagus , banyak pilihan",5,Positif
Mudah,5,Positif
"Joss, respon nya cepat",5,Positif
Aplikasinya sangat sangat membantu..terimakasih,5,Positif
Mantap,5,Positif
Puas dengan layanan Pos sekarang,5,Positif
Sudah 4 hari uang mgk masuk masuk...,1,Negatif
Sangat membantu,5,Positif
Oke,5,Positif
saya suka aplikasinya akurat,5,Positif
Sulit untuk di download,1,Negatif
Bagus,5,Positif
Sangat bgus buat di gunakan,5,Positif
"Ok, mudah2an berkah n tambah berkembang dan maju. Amin. Karena ini legend.",5,Positif
good job,5,Positif
👍Recomen utk cod,5,Positif
"Kenapa di tracking number kok sering eror, tolong di perbaiki",5,Positif
"Bayar pajak motor online, pengiriman via PosAja.",4,Positif
Aksesnya Tracking paket mudah.. App cukup membantu.. Terima kasih,5,Positif
Kantor Pos Memang Luar biasa Pelayanan Sangat Ramah dan Baik,5,Positif
"Aplikasi lemot ga bisa lacak data tak diketemukan. App sampah,",1,Negatif
Keren banget sangat membantu,5,Positif
Semoga bisa jd langganan aku. Aamiin,5,Positif
Paling mantaf kirim lwat pos... Pos indo selelu dnhati dr dulu sampai skarang,5,Positif
Pengiriman lama sekali. Untuk pick up cepat bgt tapi pengiriman lambat,1,Negatif
Pertama kali mau kirim paket malah ga bisa,1,Negatif
"Tak bisa input alamat, muter terus",1,Negatif
proses cod mudah,5,Positif
Masih mencoba,3,Netral
Banguss banget,5,Positif
mantap,5,Positif
Keren aplikasinya,5,Positif
Pengiriman serta keutuhan barang lebih terjamin....,5,Positif
Trimakasih Post Indonesia Sangat BAIK Pelayanan nya.,5,Positif
"Easy to use, eye cathing layanan mudah dan cepat tersedia",5,Positif
ya suka,5,Positif
Biar bintang bicara,5,Positif
Good,4,Positif
"Tiap dilacak no resi si costumer ,malah ga bisa bisa ,selalu keluar keterangan data not found.gimana saya bisa mengetahui paket costumer Uda sampai apa blm nya",1,Negatif
lebih memudahkan kirim surat paket pake pos Aja,5,Positif
Kok saya cek resi gk ketemu apk ini tapi kalo di google ketemu,3,Netral
Bagus sangat membantu,5,Positif
Susah registrasi,1,Negatif
Semoga bisa lebih baik lagi Utk kami semuanya,5,Positif
Perkebunan,1,Negatif
mantap,5,Positif
Sangat bermanfaat sekali.,5,Positif
Sangat bermanfaat bagi saya dengan kemudahan pelayanan yang baik..,5,Positif
👍👍👍👍👍👍,5,Positif
"Mantap sekali PosAja ini, gak kalah sama yang lain 👍",5,Positif
Pelayanan jelek,1,Negatif
pelayanan oke,5,Positif
GOOD,3,Netral
Kerennn,5,Positif
Terbaik...,5,Positif
alhamdulillah orderan pertamaku sistim COD semoga lancar kedepannya trimakasih Pos 🥰🙏 sukses selalu ya,5,Positif
mantap aplikasi nya cod trus,5,Positif
"Selalu error,",1,Negatif
Kerennn,5,Positif
Markotop,5,Positif
Paket pos memang ok... membantu pengiriman cod dengan cepat dan tepat 👍👍👍,5,Positif
Logistik Negara yg terpercaya sejak indonesia merdeka... Maju Terus PT.POS Indonesia Agen Pos Dyfa (Kp.Sawah),5,Positif
mantap,5,Positif
Niceee,5,Positif
Kurang puas,1,Negatif
Suka sekali,5,Positif
MasyaAllah sangat membantu bagi pelaku usaha,5,Positif
Ok masih menikmati layanan ini.. Semoga lancar tdk ada kendala.,5,Positif
Mantab dan Sukses selalu👍👍👍,5,Positif
Memalukan.bikini repot.barang diretur Malay rusak,3,Netral
"Bagus , siiip , top.",5,Positif
Sangat membantu pengiriman nya,5,Positif
Mantap,5,Positif
Good,4,Positif
Mantap,5,Positif
1 bintang aja karna aplikasi pos aja gk bisa di download di hp saya,1,Negatif
"Waktu bulan- bulan kemarin,Biasanya pengiriman di alamat saya lancar,kok ini harus di tunggu sampai berhari-hari ya..??",3,Netral
Silahkan downlod apk PosAja masukan di kolom kode referral : 𝗢𝗪𝗡𝗘𝗥,5,Positif
"Tingkat kn lagi kuwalitas onlain menjadi ooflain supaya masyarakat menjdi mudah kirim barang atau menerima barang secara cepat dan akurat,berjaya lah pos indonesia",5,Positif
Pos aja memang aplikasi paling Bagus paling sangat membantu sekali..,5,Positif
Ok lah.,5,Positif
Baik,5,Positif
ngapain aja pos ini !!!! COD POSaja ereor terus 🤪🤪🤪🤪🤪🤪🤪🤪 Kapan mau Profesional kamu POS???????????? Aplikasi sampah tah 🤣🤣🤣,1,Negatif
Baru coba,5,Positif
"Pos Indonesia tambah maju, ada aplikasinya juga. Terus kembangkan dalam pelayanan.",5,Positif
"Apakah data & identitas costumer POS bocor? Soalnya saya sering dapat WA mengatasnamakan POS & tau No RESI saya sebelumnya? No WA tsb saya cek di GET CONTACT tertulis banyak sekali yaitu ""PENIPU"". kalau benar bocor apa langkah POS untuk menangani?? Kan jadi ragu untuk kirim melalui POS lagi!",1,Negatif
Lebih mudah,5,Positif
Kasih bintang 4 dulu baru nyoba kirim barang lewat pos mudah2an amanah,4,Positif
Pengiriman cepat dan Kurirnya Ramah,5,Positif
Is ok..👍👍👍👍👍,4,Positif
"Mantap pos Indonesia paling nomor sebelum adanya pengantar online, menjadi sang Juara...",5,Positif
Lebih mudah dan lebih praktis,5,Positif
belum ada transaksi,1,Negatif
perfect,5,Positif
Good,4,Positif
Terima kasih... POS AJA. sangat membantu seller dan memudahkan buyer belanja dg system COD. sukses selalu,5,Positif
Knpa aplikasi pos aja tdk bisa di instal,1,Negatif
Sangat baik,5,Positif
memudahkan pedagang kecil seperti saya untuk bertransaksi,5,Positif
lemot pengirimann lewt pos indo,1,Negatif
The best,5,Positif
mantap lah dengan adanya aplikasi ini membuat serba mudah,5,Positif
Harga murah n pengiriman yg luar biasa,5,Positif
Membantu pengusaha bisnis online,5,Positif
"Informasi yg diberikan admin, ngasal dan menyesatkan pelanggan.",1,Negatif
gabriel ecclEsias,5,Positif
Keren,5,Positif
Sangat membantu buat aplikasi ini. Buatan cek barang sama cek ongkir kiriman.,5,Positif
Top,5,Positif
"Mau daftar aja kode verivikasi tidak terkirim, sampe nunggu satu jam sama aja belum ada WA ataupun SMS , bagaimana ini?",1,Negatif
"pos jumbo ekonomi gak ada, sedangkan di web Ada. pasang aplikasi biar mudah malah lebih ribet..",3,Netral
Aplikasi pos aja sangat baik dan memudahkan,5,Positif
Pelayanan cepat,5,Positif
Sangat bagus,5,Positif
Pos aj keren oiy sangat sangat membantu kita yg mager keluar hanya utk kirim kirim,5,Positif
Pos aja keren.. Sangat membantu bgt i love pos Indonesia..,5,Positif
bagus,5,Positif
"langganan cod , admin terjangkau",5,Positif
terlalu ribet,3,Netral
"Mntap, teruslah maju POS INDONESIA Merdekaaaa.....",5,Positif
memuaskan,5,Positif
sangat membantu dengan ada nya layanan COD,4,Positif
Burukkkkk....paket saya muter² gk jelas di cek ke kantor tetep aja ga bergerak kalo ga niat kerja mending tidurr,1,Negatif
order cepat dan mudah.ongkir murah,5,Positif
Pelayanan bagus.,5,Positif
"Sangat buruk sekali. Pelayanan kurirnya sngat lambat,dan sangat mengecewakan. Kapok saya pakai pos indonesia",1,Negatif
sangat baik,5,Positif
pelayanan cepat dan baik,5,Positif
👍🙏,4,Positif
Pos memang Joss,5,Positif
P balap,1,Negatif
bagus...,5,Positif
Aplikasinya gak beres. Regestrasi aja uda berjam jam gak bisa bisa,1,Negatif
Gak guna,1,Negatif
Lumayan jelas,5,Positif
Moga Ini Bisa Membantu,2,Negatif
Barang Cepat Sampai d tujuan.. Aman 🙏,5,Positif
Lebih gampang,5,Positif
Pengiriman ''LAMBAT'',1,Negatif
pelayanan terburuk yg pernah ada,1,Negatif
Bisa lacak resi,5,Positif
"Hello CS untuk daerah sinarbaya telukJambe timur karawang. kurir tidak jujur, krna pembeli saya bilang paket sudah di terima di hari senin, tp sama kurir gak di klik bhwa brg sudah di terima. & sudah 5 hari uang saya gak masuk² dari pos. di karenan kurir klik aplikasi pengantaran gagal. padahal brg sudah di terima oleh pembeli. untuk kurir seperti ini mohon di tegur, pos in kan milik pemerintah masak kurir y seperti ini se. kecewa saya",2,Negatif
"Saya pesan barang dari luar negri, pajak sudah saya bayar secara online, barang saya sudah berbualan2 Tdk dikirim juga padahal alamat sudah jelas, saya komplen malah suruh ambil di kantor pos nya yg di Jakarta, gimana ngga kalah saing sama pengiriman yg lain",1,Negatif
Mantaap,5,Positif
APK bagus....alternatif untuk pengiriman brg,5,Positif
Ok 👌,5,Positif
Pelayanan aplikasi buruk sering trouble,1,Negatif
Pengiriman yang cepat,5,Positif
Mantep,5,Positif
Layanan Pos yg Simple,5,Positif
"Order pick up dan nunggu kan ga masalah. Tapi nunggu sampe kapannya itu ga dikabarin, padahal udah nunggu lebih dari seharian. Kayak bener-bener ga ada tanda-tanda mau dilayanin dari awal karena ga ada yg ngehubungi atau ngekonfirmasi mau jemput.",2,Negatif
Ok,5,Positif
Pos aja keren memudahkan pelanggan berkirim,5,Positif
aplikasi yang sangat membantu di era digital,5,Positif
Penggunaan mudah dan cukup lengkap untuk berbagai kebutuhan pengiriman selain itu juga BUMN❤️,5,Positif
regtig nuttig,5,Positif
saya baru instal nich apk nanti kalo bagus saya tambahin bintangnya..🙂,3,Netral
bagus,5,Positif
"Ini gimana aplikasi atau memang sistem nya, mau buat order COD dari aplikasi gak bisa, dari web sama juga, pengiriman terkendala, customer marah2.. harusnya antisipasi diketatin, awal bulan server ramai ditanggulangi gimana caranya untuk kepuasan konsumen",1,Negatif
Sering error,3,Netral
"Verifikasi no HP aja sampe 5x gak muncul"" Nomor verifikasi nya, Ribet... Saya coba langsung lewat No.Resi nya malah gak muncul""... Sampe emosi w uninstall lagi aja, sedatangnya kurir aja lah....",1,Negatif
pos terpercaya,5,Positif
Payah kantor pos klo gini barang sdh dikirim malah dicancel gimna ni pertanggung jawaban nya? Katanya 3hari sudah sampai tpi kenyataannya sdh 6 hari barangnya blum nyampe2 malah dicancel,1,Negatif
Murah dan terpercaya,5,Positif
Saya mendapat paket yg dikirim dari luar Negri dan disuruh melakukan pembayaran pajak oleh pos giro. Setelah saya bayar lewat VA Tpi sampai 10 jam kemudian status masih blom dibayar. Akhirnya ditagih lagi sama kurir yg mengantarkan paket. Hampir 20 jam baru status VA baru berubah lunas. Jadinya bayar 2x. Kecewa updatenya sampai hampir 20 jam dan harus bayar 2x.,1,Negatif
Jaya selalu pos Indonesia,5,Positif
"Bagus, pengiriman terpercaya. 👍👍👍",5,Positif
Bagus keren mantabss,5,Positif
"Alhamdulillah membantu sekali dlm urusn kirim paket,, selalu fast respon 👍",5,Positif
"Perdana kirim paket ke fidy jaya lewat pos semoga lancar jaya,",5,Positif
Sangat membatu sekali untuk cetak resi. Semoga kedepannya ada aplikasi untuk pengiriman via PJE juga,5,Positif
bagus...amanah,5,Positif
Bagus,5,Positif
Suka.. tp lebih suka kalo barang sudah di trima uangnya langsung masuk👍👍👍👍,3,Netral
sangat membantu usaha saya,5,Positif
bagus,5,Positif
Kurang lengkap tanpa fitur lacak paket/kiriman,1,Negatif
praktis,5,Positif
Pelayanan bagus,5,Positif
"Aplikasi yang sangat membantu untuk pengiriman dokumen/paket yang menyediakan layanan pick-up gratis dan Layanan COD, Maju Terus Pos Indonesia",5,Positif
Kasi bintang 4 dulu karna belum mencoba pengiriman,4,Positif
Semakin mudah berkirim paket dan surat lewat aplikasi pos aja... langsung cek tarif dan bisa langsung di pick up pula 👍👍👍,5,Positif
Sangat membantu,5,Positif
terbaik,5,Positif
Mantap lah gampang dari kampung kirim barang,5,Positif
Menyenanhkan,5,Positif
"Sangat rekomended, anti gagal🤩😍",5,Positif
"Parah pengiriman lama tgl 19 pickup tanggal 26 belom sampe padahal ngirimnya dari jakarta timur ke ciputat, cek resi via pos aja hasilnya cuma muter muter nyesel gak akan pake pt pos lagi, konsumen saya ngamuk ngamuk",1,Negatif
Semoga aplikasinya lancar,4,Positif
Aplikasi gak jelas.....,1,Negatif
"Memudahkan dalam pengiriman secara cepat, tepat dan akurat tetimakasih pak pos",3,Netral
Oke,5,Positif
apk mqntap,5,Positif
Tidak akurat untuk dibagian cek tarif mohon diperbaiki karena saya adalah oranger mobile jadi harus akurat dengan diloket,3,Netral
Sangat mudah mengecek tarif atau harga. Dan sekarng pos pemgiriman nya cepat sekali . Sehari dari pandeglang ke karawang,5,Positif
Sangat membantu buat seller,5,Positif
Sukses selalu dan semangat Terus,5,Positif
Uang COD cepet cair nya mantap sekali,5,Positif
Baru coba,5,Positif
Ok,5,Positif
Mantap dan praktis,5,Positif
Mantap,5,Positif
Sangat membantu utk pengiriman cepat,5,Positif
"pelayanan ramah, kiriman cepat barang rapi",5,Positif
bagus sangat membantu,5,Positif
Pengiriman lambat kurang puas aja,1,Negatif
oke,5,Positif
kdng eror apk nya,2,Negatif
Puas dengan layanan pos. Kiriman barang sy selalu sampai TDK pernah ada masalah. Team SOLID .,5,Positif
"kalau ada bintang yang lebih rendah lagi dr bintang 1 akan saya kasi bintang tersebut. sangat sangat mengecewakan. pesan pickup, di tungguin berhari hari tp tidak datang. di cek lg di riwayat tidak ada orderan. dinotif jga tdak ada. jdi kemana hilangnyaorderan yg sudah saya buat. aplikasi yg tidak jelas",1,Negatif
Aplikasi POS AJA ini sangat bermanfaat dan mempermudah masyarakat,5,Positif
pengoperasian cepat mudah dan sangat bermanfaat,5,Positif
Bisa ekspor,3,Netral
Pelayanan tidak bagus tidak optimal paket saya hilang sudah 2 hari belum juga sampai padahal di depan kantor pos tu. Dekat dengan alamat tujuan.,1,Negatif
sangat2 membantu..,5,Positif
"pos selalu di hati, cepat dan tepat",5,Positif
Cek Tarif Tidak Sesuai. Kemarin Cek Masih 22.000 pas kirim jadi 23.500 Tapi di apk 23.000 barusan di cek!!! Tolong sistemnya apkny jangan plin plan. A ya A B ya B!!!,1,Negatif
"Terbaik , sangat membantu kinerja penjualan",5,Positif
Aplikasi yang sangat membantu,5,Positif
Bagus,4,Positif
mantap,5,Positif
baru mau coba semoga bisa bantu,5,Positif
kadang sering eror aplikasinya. mohon dibenahi lagi sistemnya agar kami semua lebih nyaman,2,Negatif
dari Chanel Youtube Pengrajin karet,5,Positif
Baik sekali,5,Positif
Pengirimannya sangat tidak direcomended.... Pesanan sampai bisa bermingu-minggu.. hancuuuuur,1,Negatif
sangat membantu..sangat mudah dioperasikan..ada fasilitas pick up..the best,5,Positif
sangat membantu,5,Positif
Sangat membantu,5,Positif
"Sangat praktis, gk ribet dn banyak diskonnya",5,Positif
Enak banget pake posaja jadi Lebih mudah Kalau mau kirim paket,5,Positif
apl gx pake ribet. sangat membantu usaha saya.,5,Positif
Cepat dan ringkas... Ngga ribet,5,Positif
Mantapp,5,Positif
puas,5,Positif
Top,5,Positif
good job,5,Positif
mudah digunakan no ribet...,5,Positif
Pos selalu di depan,5,Positif
"posaja mantap, mudah, murah, aman, tinggal klik klik selesai",5,Positif
mantap,5,Positif
"POSAJA mantappp,teruslah berinovasi kedepan lebih baik,, pos Indonesia Bisa",5,Positif
Tes Aja dulu Mase,5,Positif
Ok mantap terpercaya,5,Positif
Bagus,3,Netral
barang pasti sampai,5,Positif
"Estimasinya 3 hari, tapi 1 hari barang udah sampai, super cepat, selalu konsisten",5,Positif
mantap tinggal santai d rumah dtang kurir pos jempu paketnya,5,Positif
andalan kami,5,Positif
mantap bos q,5,Positif
mantul,4,Positif
"pelayanan nya ramah, pengirimannya cepat dan aman",5,Positif
Lama pengiriman nya.. Padahal deket..,1,Negatif
Sangat membantu,5,Positif
🙏,5,Positif
memuaskan,5,Positif
aplikasinya bagus. mempermudah konsumen buat ngirim2 dokumen maupun paket,5,Positif
mantul,5,Positif
bagus biar ada tambahan untuk pendapat an,5,Positif
mantap😍😍,5,Positif
"mantaap transaksi lebih mudah,dunia dalam genggaman...sukses pos aja",5,Positif
mantap,5,Positif
bagus,5,Positif
good,5,Positif
Mantap,5,Positif
mantap,5,Positif
Aplikasi yang sangat membantu dalam pengiriman paket dan surat,5,Positif
mantab.. terus tingkatkan agar lebih baik lagi,5,Positif
memudahkan sekali apk ini.. trmksh pos indonesia,5,Positif
APLIKASI NYA BAGUS...MEMBANTU DALAM PENGIRIMAN,5,Positif
Keren,5,Positif
baru,3,Netral
Sangat Puas,5,Positif
wow luar biasa,5,Positif
Mau verif kode otp pas regis aja lama pisan,2,Negatif
Nyesal kirim paket pakai pos. Bukan nya sampai. Malah paketnya nth nyasar kemana. Di cek resi foto yang di upload foto lama.,1,Negatif
super app. thanks.,5,Positif
Tolong ka klo sudah keimput dbedain seprti dulu jgn ijo semua dan kalo bisa resinya bisa masuk otomatis di aplikasi,4,Positif
Suka banget,5,Positif
pelayanan pengiriman paket secara online dan offline memuaskan,5,Positif
Senang dengan terobosannya,5,Positif
Terbaik,5,Positif
Is the best,5,Positif
Gooodd,5,Positif
Alhamdulillah memudahkan sekali,5,Positif
Sekarang pos aja joss,5,Positif
Swuiiippppp josssss gandossss,5,Positif
Mantap,5,Positif
Mantab,5,Positif
Kirim pake posaja gratis pickup...keren,5,Positif
Coba dulu,4,Positif
ku kira bisa sistem pick up ternyata hasilnya nihil tidak di jemput² dari Pagi jam 10.00 sampai sekarang 🤣🤣🤣,1,Negatif
bagus 👍👍,4,Positif
Posaja jempol,5,Positif
Sangat membantu,5,Positif
Masih dicoba,5,Positif
Good,5,Positif
mantaappppp,5,Positif
Bagus sih.... tp sayangnya histori resi yg pernah kita masukan tdk tersimpan. Jd kalo mo cek resi yg sama msh repot nginput ulang...,3,Netral
Kapok sya mengunakan pos indonesia udah paket instal bayar mahal mahal kata'y pengiriman nyampe 1hari.. Malah paket'y di bawa keliling se indonesia. Ajur ajur..,1,Negatif
Pertama kali pake pos buat kirim ke luar negeri.track resi gabisa eror system.pengaduan eror system.ke CS cm robot yg jawab.bner2 kapok pake pos indonesia.udh mahal pelayanan mengecewakan,1,Negatif
Good,5,Positif
Sangat baik,5,Positif
Sangat membantu,5,Positif
"Kerjanya pada malas semua, sudah 2 hari masih belum proses bongkar muat di kota tujuan.",1,Negatif
